8.985496520996094	7.429399490356445 
7.492914199829102	6.849987506866455 
7.052749156951904	6.566478252410889 
6.753294944763184	6.398543357849121 
6.549229145050049	6.280562877655029 
6.32950496673584	6.182208061218262 
6.154469013214111	6.08845329284668 
5.988254547119141	6.035388469696045 
5.851293563842773	5.972752571105957 
5.693650245666504	5.887641906738281 
5.55468225479126	5.866447448730469 
5.427892684936523	5.888225555419922 
5.31073522567749	5.8594794273376465 
5.202939987182617	5.837576866149902 
5.104085445404053	5.8853759765625

0.021542461944058216	0.08283333333333333 
0.05590566821358277	0.1125 
0.07798985174885786	0.13016666666666668 
0.09086476823344589	0.13766666666666666 
0.10467866880947652	0.14933333333333335 
0.114863034724354	0.15533333333333332 
0.12483071200274472	0.15766666666666668 
0.13396774950793622	0.16483333333333333 
0.14046840860253887	0.17083333333333334 
0.15123061088138104	0.17883333333333334 
0.1581285324762094	0.182 
0.16829484100471298	0.18333333333333332 
0.17510247566767187	0.18866666666666668 
0.18283103703569945	0.184 
0.1877968182885209	0.191
